user_id,oof_lgb
2697490048634,0.0368545061714671
2697508856162,0.05705560946582279
2697645354591,0.015822360450636796
2697542927185,0.008333198606101109
2697485071527,0.05832117818894782
2697458760853,0.007930539113348062
2697441950580,0.13153800605264182
2697479707348,0.36170957003273785
2697534476004,0.0059044400481807575
2694515431630,0.24514558271667725
2697577787447,0.006451861076103671
2697427475210,0.030586915060956343
2697413553651,0.6753033937573367
2694519737302,0.021864441122044588
2697618884575,0.3807664355505228
2689432836682,0.643323956417013
2697563410922,0.010244828789646825
2697449252649,0.1828094472474639
2694525502050,0.03487324299816978
2697486639291,0.004339078075139002
2697625198369,0.33233064204374485
2694521742567,0.3489110142219472
2697574896313,0.749134169605026
2689431080760,0.019940240767973617
2689425169547,0.7716169016075721
2697479010803,0.06496139285374543
2697429400593,0.023831594144079617
2697429374076,0.04541585951304219
2689428562704,0.8217599567999082
2697412605170,0.02981269344067483
2697541698308,0.2820992163814295
2697495531145,0.9540053011545415
2689438009313,0.023107276249874752
2697478472390,0.6577714926769086
2697417713004,0.08402735908193244
2697645933613,0.31801385861534903
2697433604321,0.25067653586378763
2689437648399,0.4705083809087102
2697640595248,0.8468546038387122
2697476057467,0.6785712252846261
2697423250977,0.5000917435048124
2697486279590,0.03977574797302264
2697652384711,0.05306376375664399
2689436281884,0.36175430746574466
2689435951509,0.014196148924635502
2697443564524,0.003946085568304593
2697451984597,0.7842298395307365
2697514862327,0.2063146605839082
2697586761734,0.04174430392792491
2697582431436,0.02162643212589095
2697476689992,0.3095235834333039
2697519070665,0.011815639710709711
2697586723530,0.7186387561904015
2697499581824,0.6484339473420735
2689424174229,0.07900089184604632
2697452989779,0.3076966793208191
2697433536854,0.8748665237023833
2694514822368,0.035806170405970575
2697501292492,0.07552794284808546
2697613585255,0.0023202483690652363
2697562763822,0.023204410682165118
2697443042487,0.8687634507948078
2697500708020,0.7753354099765557
2694514075532,0.46124260096256364
2697440953158,0.03656636315221949
2694512939072,0.013904771568938235
2694523839217,0.4561505379849356
2697481347104,0.20305872241776082
2697461373231,0.9725043612128671
2697551815029,0.1629904063992173
2689420372976,0.787514477216886
2697552190795,0.011075811919761668
2689434485419,0.004135693060009932
2697584550083,0.09132287262404362
2694525979407,0.027463838192516986
