user_id,oof_cat
2697490048634,0.031695910229045686
2697508856162,0.04948858935447159
2697645354591,0.011095660160153226
2697542927185,0.011897024647971061
2697485071527,0.05415682826594585
2697458760853,0.00834770561261702
2697441950580,0.12350771412411361
2697479707348,0.41363135231550785
2697534476004,0.007342256139062931
2694515431630,0.2479851034890757
2697577787447,0.00414658758474714
2697427475210,0.03140126239301022
2697413553651,0.6499245981250057
2694519737302,0.018548962402416096
2697618884575,0.3390361420726451
2689432836682,0.6678506501509691
2697563410922,0.017913358025706212
2697449252649,0.2109234273804886
2694525502050,0.0361934456904929
2697486639291,0.005201154294530716
2697625198369,0.3383626618189836
2694521742567,0.32201139934936174
2697574896313,0.7529131814091801
2689431080760,0.021997418031021673
2689425169547,0.738316724557275
2697479010803,0.051719793578142007
2697429400593,0.02803801943446953
2697429374076,0.06087257345032411
2689428562704,0.8614403236334948
2697412605170,0.02763991665561637
2697541698308,0.2909133702843082
2697495531145,0.9251487750644192
2689438009313,0.033723113187221807
2697478472390,0.6742765067117339
2697417713004,0.08372609426880306
2697645933613,0.34307625051847107
2697433604321,0.2177366655363727
2689437648399,0.4452625853408163
2697640595248,0.8573518735710058
2697476057467,0.6658124882325349
2697423250977,0.4757829106638698
2697486279590,0.04077405988173502
2697652384711,0.061684814353573335
2689436281884,0.3256156326406338
2689435951509,0.011039689187843548
2697443564524,0.00406903104751036
2697451984597,0.7671882527248289
2697514862327,0.1914873589526082
2697586761734,0.03346087814001407
2697582431436,0.019338338657850118
2697476689992,0.3085486213805399
2697519070665,0.02113997019789631
2697586723530,0.6926058530587265
2697499581824,0.6590359929157511
2689424174229,0.09296113301812711
2697452989779,0.2584858617500106
2697433536854,0.8434616373249579
2694514822368,0.03412671108092664
2697501292492,0.06369080840572294
2697613585255,0.005132119991259928
2697562763822,0.026867915253729946
2697443042487,0.897533376436996
2697500708020,0.7810138369970667
2694514075532,0.53191982360666
2697440953158,0.029795182050087958
2694512939072,0.01722410637240963
2694523839217,0.4670998693505398
2697481347104,0.1632709179307737
2697461373231,0.9398955512516963
2697551815029,0.18019161306472914
2689420372976,0.7284111788633364
2697552190795,0.014871750404003589
2689434485419,0.008850145656979213
2697584550083,0.08948282049146378
2694525979407,0.016434069242910458
2689437498576,0.3419155633431304
2689412477866,0.7986597475763291
2689431182980,0.1551717894998606
2697479796773,0.062436942593772596
2697653033865,0.05701467918875038
2697446393181,0.41022262070911275
2694528100709,0.18304108445034242
2697416328090,0.02099957660879877
2697494699977,0.5885393868643917
2697423471528,0.025394004989169095
2697553183030,0.1184283248778476
2697497480651,0.8995183000642359
2697437319085,0.010521062089060224
2697413815783,0.0459778636694074
2697484247461,0.7570746748073623
2689419800225,0.0362970573931543
2697456019191,0.024915728459499385
2697444030614,0.11584869132488432
2697640458601,0.06052541778563543
2694518361305,0.17002230413730612
2694513886377,0.005273271428921283
2697558145199,0.5632739045496422
2697442422950,0.025534702115954183
2697459093143,0.510196814155633
2697603715025,0.015020667517650821
2697535352274,0.6698598557252187
2697441728194,0.10888561445276539
2697449221335,0.03276101789470544
2697570666045,0.10033423661211605
2689433390942,0.8251034815690124
2697538251566,0.017908355516213077
2697475391057,0.24308304575246553
2697413389160,0.705571612364289
2697435782214,0.2076694652667131
2697606470936,0.28144920836774423
2697437913746,0.012948660140786768
2697601490028,0.010717271573800471
2697489314455,0.8139317066507745
2694520898189,0.00939295617406069
2689432583167,0.5994210203796753
2694526714448,0.030885136828601823
2689423444037,0.019251404951291694
2694513262653,0.461348880226417
2697485878703,0.8513619283419989
2697529036548,0.03569753979336018
2697608090577,0.07329638037844464
2689426063340,0.8079422326571157
2697549171228,0.02548881337618995
2697449009997,0.6233891541109642
2694524513153,0.7946663545063121
2697442089554,0.17440293001048923
2697437587495,0.1314535676376764
2697431879953,0.004869939436658166
2697638105502,0.07701819724742175
2697547735317,0.014594135411796485
2697478970287,0.6666779636407553
2697441655455,0.7592607264280387
2697498869122,0.10080708716660616
2697514405751,0.18628916742272872
2697640978136,0.05203369823049323
2694527902310,0.7139168800652226
